component,date,value,yoy_pct
Services,2014-07-01,285.733,2.73
Services,2014-08-01,285.984,2.6
Services,2014-09-01,286.388,2.5
Services,2014-10-01,286.893,2.55
Services,2014-11-01,287.404,2.52
Services,2014-12-01,287.958,2.52
Services,2015-01-01,288.584,2.43
Services,2015-02-01,288.949,2.35
Services,2015-03-01,289.47,2.09
Services,2015-04-01,290.183,2.26
Services,2015-05-01,290.543,2.06
Services,2015-06-01,291.315,2.18
Services,2015-07-01,292.022,2.2
Services,2015-08-01,292.472,2.27
Services,2015-09-01,293.125,2.35
Services,2015-10-01,293.897,2.44
Services,2015-11-01,294.62,2.51
Services,2015-12-01,295.032,2.46
Services,2016-01-01,295.76,2.49
Services,2016-02-01,296.387,2.57
Services,2016-03-01,297.073,2.63
Services,2016-04-01,297.918,2.67
Services,2016-05-01,298.863,2.86
Services,2016-06-01,299.729,2.89
Services,2016-07-01,300.499,2.9
Services,2016-08-01,301.354,3.04
Services,2016-09-01,301.954,3.01
Services,2016-10-01,302.528,2.94
Services,2016-11-01,303.279,2.94
Services,2016-12-01,304.027,3.05
Services,2017-01-01,304.871,3.08
Services,2017-02-01,305.741,3.16
Services,2017-03-01,305.619,2.88
Services,2017-04-01,306.26,2.8
Services,2017-05-01,306.909,2.69
Services,2017-06-01,307.581,2.62
Services,2017-07-01,308.083,2.52
Services,2017-08-01,308.982,2.53
Services,2017-09-01,309.625,2.54
Services,2017-10-01,310.468,2.62
Services,2017-11-01,310.99,2.54
Services,2017-12-01,311.887,2.59
Services,2018-01-01,312.764,2.59
Services,2018-02-01,313.684,2.6
Services,2018-03-01,314.414,2.88
Services,2018-04-01,314.9,2.82
Services,2018-05-01,315.763,2.88
Services,2018-06-01,316.311,2.84
Services,2018-07-01,316.923,2.87
Services,2018-08-01,317.557,2.78
Services,2018-09-01,318.067,2.73
Services,2018-10-01,318.794,2.68
Services,2018-11-01,319.438,2.72
Services,2018-12-01,320.612,2.8
Services,2019-01-01,321.127,2.67
Services,2019-02-01,321.747,2.57
Services,2019-03-01,322.447,2.55
Services,2019-04-01,323.282,2.66
Services,2019-05-01,323.706,2.52
Services,2019-06-01,324.511,2.59
Services,2019-07-01,325.341,2.66
Services,2019-08-01,326.159,2.71
Services,2019-09-01,326.981,2.8
Services,2019-10-01,327.904,2.86
Services,2019-11-01,328.698,2.9
Services,2019-12-01,329.354,2.73
Services,2020-01-01,330.515,2.92
Services,2020-02-01,331.304,2.97
Services,2020-03-01,330.98,2.65
Services,2020-04-01,329.861,2.04
Services,2020-05-01,329.655,1.84
Services,2020-06-01,330.522,1.85
Services,2020-07-01,332.357,2.16
Services,2020-08-01,332.902,2.07
Services,2020-09-01,333.197,1.9
Services,2020-10-01,333.517,1.71
Services,2020-11-01,334.416,1.74
Services,2020-12-01,334.774,1.65
Services,2021-01-01,334.805,1.3
Services,2021-02-01,335.744,1.34
Services,2021-03-01,336.699,1.73
Services,2021-04-01,338.503,2.62
Services,2021-05-01,339.674,3.04
Services,2021-06-01,341.153,3.22
Services,2021-07-01,342.553,3.07
Services,2021-08-01,342.988,3.03
Services,2021-09-01,343.838,3.19
Services,2021-10-01,345.776,3.68
Services,2021-11-01,347.128,3.8
Services,2021-12-01,348.275,4.03
Services,2022-01-01,350.028,4.55
Services,2022-02-01,351.781,4.78
Services,2022-03-01,353.879,5.1
Services,2022-04-01,356.712,5.38
Services,2022-05-01,359.216,5.75
Services,2022-06-01,362.441,6.24
Services,2022-07-01,364.076,6.28
Services,2022-08-01,366.377,6.82
Services,2022-09-01,369.169,7.37
Services,2022-10-01,370.802,7.24
Services,2022-11-01,372.204,7.22
Services,2022-12-01,374.372,7.49
Services,2023-01-01,376.708,7.62
Services,2023-02-01,378.515,7.6
Services,2023-03-01,379.492,7.24
Services,2023-04-01,380.928,6.79
Services,2023-05-01,381.845,6.3
Services,2023-06-01,383.244,5.74
Services,2023-07-01,384.808,5.69
Services,2023-08-01,386.133,5.39
Services,2023-09-01,388.185,5.15
Services,2023-10-01,389.593,5.07
Services,2023-11-01,391.551,5.2
Services,2023-12-01,392.964,4.97
Services,2024-01-01,395.443,4.97
Services,2024-02-01,397.319,4.97
Services,2024-03-01,399.454,5.26
Services,2024-04-01,400.83,5.22
Services,2024-05-01,401.616,5.18
Services,2024-06-01,402.37,4.99
Services,2024-07-01,403.57,4.88
Services,2024-08-01,404.827,4.84
Services,2024-09-01,406.379,4.69
Services,2024-10-01,408.066,4.74
Services,2024-11-01,409.184,4.5
Services,2024-12-01,410.215,4.39
Services,2025-01-01,412.139,4.22
Services,2025-02-01,413.473,4.07
Services,2025-03-01,414.244,3.7
Services,2025-04-01,415.69,3.71
Services,2025-05-01,416.451,3.69
Services,2025-06-01,417.689,3.81
Services,2025-07-01,419.046,3.83
Services,2025-08-01,420.27,3.81
Services,2025-09-01,421.107,3.62
Services,2025-11-01,422.256,3.48
Services,2025-12-01,423.56,3.51
Services,2026-01-01,425.16,3.64
Services,2026-02-01,426.277,3.43
Services,2026-03-01,427.279,3.34
Services,2026-04-01,429.659,3.72
Services,2026-05-01,430.939,3.67
Transportation,1947-01-01,17.9,
Transportation,1947-02-01,17.9,
Transportation,1947-03-01,18.1,
Transportation,1947-04-01,18.3,
Transportation,1947-05-01,18.3,
Transportation,1947-06-01,18.4,
Transportation,1947-07-01,18.5,
Transportation,1947-08-01,18.5,
Transportation,1947-09-01,18.7,
Transportation,1947-10-01,18.8,
Transportation,1947-11-01,19.0,
Transportation,1947-12-01,19.1,
Transportation,1948-01-01,19.6,9.5
Transportation,1948-02-01,19.5,8.94
Transportation,1948-03-01,19.6,8.29
Transportation,1948-04-01,19.9,8.74
Transportation,1948-05-01,19.9,8.74
Transportation,1948-06-01,20.0,8.7
Transportation,1948-07-01,21.0,13.51
Transportation,1948-08-01,21.3,15.14
Transportation,1948-09-01,21.4,14.44
Transportation,1948-10-01,21.5,14.36
Transportation,1948-11-01,21.6,13.68
Transportation,1948-12-01,21.6,13.09
Transportation,1949-01-01,21.6,10.2
Transportation,1949-02-01,21.8,11.79
Transportation,1949-03-01,21.9,11.73
Transportation,1949-04-01,22.0,10.55
Transportation,1949-05-01,22.2,11.56
Transportation,1949-06-01,22.1,10.5
Transportation,1949-07-01,22.2,5.71
Transportation,1949-08-01,22.3,4.69
Transportation,1949-09-01,22.2,3.74
Transportation,1949-10-01,22.3,3.72
Transportation,1949-11-01,22.3,3.24
Transportation,1949-12-01,22.5,4.17
Transportation,1950-01-01,22.4,3.7
Transportation,1950-02-01,22.4,2.75
Transportation,1950-03-01,22.4,2.28
Transportation,1950-04-01,22.4,1.82
Transportation,1950-05-01,22.5,1.35
Transportation,1950-06-01,22.5,1.81
Transportation,1950-07-01,22.7,2.25
Transportation,1950-08-01,22.9,2.69
Transportation,1950-09-01,22.9,3.15
Transportation,1950-10-01,22.9,2.69
Transportation,1950-11-01,23.0,3.14
Transportation,1950-12-01,23.2,3.11
Transportation,1951-01-01,23.3,4.02
Transportation,1951-02-01,23.6,5.36
Transportation,1951-03-01,23.8,6.25
Transportation,1951-04-01,23.9,6.7
Transportation,1951-05-01,24.0,6.67
Transportation,1951-06-01,24.1,7.11
Transportation,1951-07-01,24.1,6.17
Transportation,1951-08-01,24.2,5.68
Transportation,1951-09-01,24.4,6.55
Transportation,1951-10-01,24.5,6.99
Transportation,1951-11-01,24.8,7.83
Transportation,1951-12-01,24.9,7.33
Transportation,1952-01-01,25.0,7.3
Transportation,1952-02-01,25.2,6.78
Transportation,1952-03-01,25.3,6.3
Transportation,1952-04-01,25.5,6.69
Transportation,1952-05-01,25.6,6.67
Transportation,1952-06-01,25.8,7.05
Transportation,1952-07-01,26.0,7.88
Transportation,1952-08-01,25.9,7.02
Transportation,1952-09-01,26.0,6.56
Transportation,1952-10-01,26.1,6.53
Transportation,1952-11-01,26.2,5.65
Transportation,1952-12-01,26.2,5.22
Transportation,1953-01-01,26.3,5.2
Transportation,1953-02-01,26.2,3.97
Transportation,1953-03-01,26.3,3.95
Transportation,1953-04-01,26.4,3.53
Transportation,1953-05-01,26.4,3.12
Transportation,1953-06-01,26.5,2.71
Transportation,1953-07-01,26.6,2.31
Transportation,1953-08-01,26.7,3.09
Transportation,1953-09-01,26.7,2.69
Transportation,1953-10-01,26.6,1.92
Transportation,1953-11-01,26.3,0.38
Transportation,1953-12-01,26.2,0.0
Transportation,1954-01-01,26.5,0.76
Transportation,1954-02-01,26.3,0.38
Transportation,1954-03-01,26.3,0.0
Transportation,1954-04-01,26.4,0.0
Transportation,1954-05-01,26.4,0.0
Transportation,1954-06-01,26.4,-0.38
Transportation,1954-07-01,26.0,-2.26
Transportation,1954-08-01,25.9,-3.0
Transportation,1954-09-01,25.9,-3.0
Transportation,1954-10-01,25.4,-4.51
Transportation,1954-11-01,25.8,-1.9
Transportation,1954-12-01,25.8,-1.53
Transportation,1955-01-01,25.9,-2.26
Transportation,1955-02-01,25.9,-1.52
Transportation,1955-03-01,25.9,-1.52
Transportation,1955-04-01,25.6,-3.03
Transportation,1955-05-01,25.7,-2.65
Transportation,1955-06-01,25.8,-2.27
Transportation,1955-07-01,25.7,-1.15
Transportation,1955-08-01,25.6,-1.16
Transportation,1955-09-01,25.7,-0.77
Transportation,1955-10-01,25.8,1.57
Transportation,1955-11-01,26.0,0.78
Transportation,1955-12-01,25.8,0.0
Transportation,1956-01-01,25.8,-0.39
Transportation,1956-02-01,25.8,-0.39
Transportation,1956-03-01,25.8,-0.39
Transportation,1956-04-01,25.8,0.78
Transportation,1956-05-01,26.0,1.17
Transportation,1956-06-01,26.0,0.78
Transportation,1956-07-01,26.2,1.95
Transportation,1956-08-01,26.3,2.73
Transportation,1956-09-01,26.4,2.72
Transportation,1956-10-01,27.0,4.65
Transportation,1956-11-01,26.9,3.46
Transportation,1956-12-01,27.0,4.65
Transportation,1957-01-01,27.2,5.43
Transportation,1957-02-01,27.4,6.2
Transportation,1957-03-01,27.5,6.59
Transportation,1957-04-01,27.7,7.36
Transportation,1957-05-01,27.6,6.15
Transportation,1957-06-01,27.7,6.54
Transportation,1957-07-01,27.8,6.11
Transportation,1957-08-01,27.8,5.7
Transportation,1957-09-01,27.9,5.68
Transportation,1957-10-01,27.5,1.85
Transportation,1957-11-01,28.3,5.2
Transportation,1957-12-01,28.1,4.07
Transportation,1958-01-01,28.1,3.31
Transportation,1958-02-01,28.2,2.92
Transportation,1958-03-01,28.3,2.91
Transportation,1958-04-01,28.3,2.17
Transportation,1958-05-01,28.4,2.9
Transportation,1958-06-01,28.4,2.53
Transportation,1958-07-01,28.7,3.24
Transportation,1958-08-01,28.8,3.6
Transportation,1958-09-01,28.9,3.58
Transportation,1958-10-01,28.9,5.09
Transportation,1958-11-01,29.1,2.83
Transportation,1958-12-01,29.2,3.91
Transportation,1959-01-01,29.3,4.27
Transportation,1959-02-01,29.4,4.26
Transportation,1959-03-01,29.6,4.59
Transportation,1959-04-01,29.7,4.95
Transportation,1959-05-01,29.7,4.58
Transportation,1959-06-01,29.8,4.93
Transportation,1959-07-01,29.9,4.18
Transportation,1959-08-01,29.9,3.82
Transportation,1959-09-01,30.0,3.81
Transportation,1959-10-01,30.1,4.15
Transportation,1959-11-01,30.1,3.44
Transportation,1959-12-01,30.1,3.08
Transportation,1960-01-01,30.0,2.39
Transportation,1960-02-01,30.0,2.04
Transportation,1960-03-01,29.9,1.01
Transportation,1960-04-01,29.9,0.67
Transportation,1960-05-01,29.8,0.34
Transportation,1960-06-01,29.8,0.0
Transportation,1960-07-01,29.8,-0.33
Transportation,1960-08-01,29.8,-0.33
Transportation,1960-09-01,29.6,-1.33
Transportation,1960-10-01,29.6,-1.66
Transportation,1960-11-01,29.6,-1.66
Transportation,1960-12-01,29.7,-1.33
Transportation,1961-01-01,29.7,-1.0
Transportation,1961-02-01,29.8,-0.67
Transportation,1961-03-01,29.8,-0.33
Transportation,1961-04-01,29.8,-0.33
Transportation,1961-05-01,30.0,0.67
Transportation,1961-06-01,30.1,1.01
Transportation,1961-07-01,30.3,1.68
Transportation,1961-08-01,30.4,2.01
Transportation,1961-09-01,30.5,3.04
Transportation,1961-10-01,30.5,3.04
Transportation,1961-11-01,30.4,2.7
Transportation,1961-12-01,30.3,2.02
Transportation,1962-01-01,30.4,2.36
Transportation,1962-02-01,30.5,2.35
Transportation,1962-03-01,30.5,2.35
Transportation,1962-04-01,30.9,3.69
Transportation,1962-05-01,30.9,3.0
Transportation,1962-06-01,30.9,2.66
Transportation,1962-07-01,30.6,0.99
Transportation,1962-08-01,30.8,1.32
Transportation,1962-09-01,31.0,1.64
Transportation,1962-10-01,30.9,1.31
Transportation,1962-11-01,30.9,1.64
Transportation,1962-12-01,30.9,1.98
Transportation,1963-01-01,30.6,0.66
Transportation,1963-02-01,30.7,0.66
Transportation,1963-03-01,30.8,0.98
Transportation,1963-04-01,30.8,-0.32
Transportation,1963-05-01,30.9,0.0
Transportation,1963-06-01,30.9,0.0
Transportation,1963-07-01,30.9,0.98
Transportation,1963-08-01,31.0,0.65
Transportation,1963-09-01,31.0,0.0
Transportation,1963-10-01,31.2,0.97
Transportation,1963-11-01,31.1,0.65
Transportation,1963-12-01,31.2,0.97
Transportation,1964-01-01,31.4,2.61
Transportation,1964-02-01,31.3,1.95
Transportation,1964-03-01,31.4,1.95
Transportation,1964-04-01,31.3,1.62
Transportation,1964-05-01,31.3,1.29
Transportation,1964-06-01,31.4,1.62
Transportation,1964-07-01,31.3,1.29
Transportation,1964-08-01,31.4,1.29
Transportation,1964-09-01,31.3,0.97
Transportation,1964-10-01,31.3,0.32
Transportation,1964-11-01,31.4,0.96
Transportation,1964-12-01,31.7,1.6
Transportation,1965-01-01,31.9,1.59
Transportation,1965-02-01,31.8,1.6
Transportation,1965-03-01,31.8,1.27
Transportation,1965-04-01,31.9,1.92
Transportation,1965-05-01,32.0,2.24
Transportation,1965-06-01,31.9,1.59
Transportation,1965-07-01,31.9,1.92
Transportation,1965-08-01,31.9,1.59
Transportation,1965-09-01,31.9,1.92
Transportation,1965-10-01,31.8,1.6
Transportation,1965-11-01,31.9,1.59
Transportation,1965-12-01,32.0,0.95
Transportation,1966-01-01,31.9,0.0
Transportation,1966-02-01,32.0,0.63
Transportation,1966-03-01,32.1,0.94
Transportation,1966-04-01,32.2,0.94
Transportation,1966-05-01,32.1,0.31
Transportation,1966-06-01,32.2,0.94
Transportation,1966-07-01,32.5,1.88
Transportation,1966-08-01,32.6,2.19
Transportation,1966-09-01,32.6,2.19
Transportation,1966-10-01,32.7,2.83
Transportation,1966-11-01,32.8,2.82
Transportation,1966-12-01,32.6,1.88
Transportation,1967-01-01,32.6,2.19
Transportation,1967-02-01,32.8,2.5
Transportation,1967-03-01,32.8,2.18
Transportation,1967-04-01,33.0,2.48
Transportation,1967-05-01,33.1,3.12
Transportation,1967-06-01,33.1,2.8
Transportation,1967-07-01,33.3,2.46
Transportation,1967-08-01,33.4,2.45
Transportation,1967-09-01,33.7,3.37
Transportation,1967-10-01,33.6,2.75
Transportation,1967-11-01,33.9,3.35
Transportation,1967-12-01,33.9,3.99
Transportation,1968-01-01,34.1,4.6
Transportation,1968-02-01,34.2,4.27
Transportation,1968-03-01,34.2,4.27
Transportation,1968-04-01,34.1,3.33
Transportation,1968-05-01,34.1,3.02
Transportation,1968-06-01,34.3,3.63
Transportation,1968-07-01,34.3,3.0
Transportation,1968-08-01,34.4,2.99
Transportation,1968-09-01,34.4,2.08
Transportation,1968-10-01,34.5,2.68
Transportation,1968-11-01,34.7,2.36
Transportation,1968-12-01,34.5,1.77
Transportation,1969-01-01,34.7,1.76
Transportation,1969-02-01,35.2,2.92
Transportation,1969-03-01,35.8,4.68
Transportation,1969-04-01,35.8,4.99
Transportation,1969-05-01,35.5,4.11
Transportation,1969-06-01,35.6,3.79
Transportation,1969-07-01,35.6,3.79
Transportation,1969-08-01,35.7,3.78
Transportation,1969-09-01,35.6,3.49
Transportation,1969-10-01,35.9,4.06
Transportation,1969-11-01,36.0,3.75
Transportation,1969-12-01,36.2,4.93
Transportation,1970-01-01,36.6,5.48
Transportation,1970-02-01,36.7,4.26
Transportation,1970-03-01,36.6,2.23
Transportation,1970-04-01,37.1,3.63
Transportation,1970-05-01,37.2,4.79
Transportation,1970-06-01,37.4,5.06
Transportation,1970-07-01,37.6,5.62
Transportation,1970-08-01,37.5,5.04
Transportation,1970-09-01,37.7,5.9
Transportation,1970-10-01,38.1,6.13
Transportation,1970-11-01,38.5,6.94
Transportation,1970-12-01,38.9,7.46
Transportation,1971-01-01,39.2,7.1
Transportation,1971-02-01,39.4,7.36
Transportation,1971-03-01,39.4,7.65
Transportation,1971-04-01,39.4,6.2
Transportation,1971-05-01,39.4,5.91
Transportation,1971-06-01,39.6,5.88
Transportation,1971-07-01,39.6,5.32
Transportation,1971-08-01,39.7,5.87
Transportation,1971-09-01,39.5,4.77
Transportation,1971-10-01,39.5,3.67
Transportation,1971-11-01,39.4,2.34
Transportation,1971-12-01,39.4,1.29
Transportation,1972-01-01,39.7,1.28
Transportation,1972-02-01,39.6,0.51
Transportation,1972-03-01,39.6,0.51
Transportation,1972-04-01,39.6,0.51
Transportation,1972-05-01,39.7,0.76
Transportation,1972-06-01,39.7,0.25
Transportation,1972-07-01,39.8,0.51
Transportation,1972-08-01,40.0,0.76
Transportation,1972-09-01,40.2,1.77
Transportation,1972-10-01,40.1,1.52
Transportation,1972-11-01,40.3,2.28
Transportation,1972-12-01,40.4,2.54
Transportation,1973-01-01,40.4,1.76
Transportation,1973-02-01,40.6,2.53
Transportation,1973-03-01,40.7,2.78
Transportation,1973-04-01,41.0,3.54
Transportation,1973-05-01,41.0,3.27
Transportation,1973-06-01,41.2,3.78
Transportation,1973-07-01,41.2,3.52
Transportation,1973-08-01,41.2,3.0
Transportation,1973-09-01,41.1,2.24
Transportation,1973-10-01,41.4,3.24
Transportation,1973-11-01,41.8,3.72
Transportation,1973-12-01,42.2,4.46
Transportation,1974-01-01,42.8,5.94
Transportation,1974-02-01,43.4,6.9
Transportation,1974-03-01,44.2,8.6
Transportation,1974-04-01,44.7,9.02
Transportation,1974-05-01,45.3,10.49
Transportation,1974-06-01,45.9,11.41
Transportation,1974-07-01,46.4,12.62
Transportation,1974-08-01,46.6,13.11
Transportation,1974-09-01,47.0,14.36
Transportation,1974-10-01,47.3,14.25
Transportation,1974-11-01,47.6,13.88
Transportation,1974-12-01,47.9,13.51
Transportation,1975-01-01,48.0,12.15
Transportation,1975-02-01,48.3,11.29
Transportation,1975-03-01,48.7,10.18
Transportation,1975-04-01,48.8,9.17
Transportation,1975-05-01,48.9,7.95
Transportation,1975-06-01,49.4,7.63
Transportation,1975-07-01,50.2,8.19
Transportation,1975-08-01,50.6,8.58
Transportation,1975-09-01,51.4,9.36
Transportation,1975-10-01,51.7,9.3
Transportation,1975-11-01,52.4,10.08
Transportation,1975-12-01,52.6,9.81
Transportation,1976-01-01,53.0,10.42
Transportation,1976-02-01,53.3,10.35
Transportation,1976-03-01,53.8,10.47
Transportation,1976-04-01,54.0,10.66
Transportation,1976-05-01,54.3,11.04
Transportation,1976-06-01,54.8,10.93
Transportation,1976-07-01,55.1,9.76
Transportation,1976-08-01,55.4,9.49
Transportation,1976-09-01,56.0,8.95
Transportation,1976-10-01,56.6,9.48
Transportation,1976-11-01,57.0,8.78
Transportation,1976-12-01,57.3,8.94
Transportation,1977-01-01,57.8,9.06
Transportation,1977-02-01,58.2,9.19
Transportation,1977-03-01,58.7,9.11
Transportation,1977-04-01,59.0,9.26
Transportation,1977-05-01,59.1,8.84
Transportation,1977-06-01,59.1,7.85
Transportation,1977-07-01,59.0,7.08
Transportation,1977-08-01,58.9,6.32
Transportation,1977-09-01,59.1,5.54
Transportation,1977-10-01,59.3,4.77
Transportation,1977-11-01,59.5,4.39
Transportation,1977-12-01,59.8,4.36
Transportation,1978-01-01,60.1,3.98
Transportation,1978-02-01,60.2,3.44
Transportation,1978-03-01,60.3,2.73
Transportation,1978-04-01,60.4,2.37
Transportation,1978-05-01,60.7,2.71
Transportation,1978-06-01,61.1,3.38
Transportation,1978-07-01,61.6,4.41
Transportation,1978-08-01,62.0,5.26
Transportation,1978-09-01,62.6,5.92
Transportation,1978-10-01,63.3,6.75
Transportation,1978-11-01,63.9,7.39
Transportation,1978-12-01,64.5,7.86
Transportation,1979-01-01,64.6,7.49
Transportation,1979-02-01,65.2,8.31
Transportation,1979-03-01,66.4,10.12
Transportation,1979-04-01,67.8,12.25
Transportation,1979-05-01,69.1,13.84
Transportation,1979-06-01,70.5,15.38
Transportation,1979-07-01,71.7,16.4
Transportation,1979-08-01,72.7,17.26
Transportation,1979-09-01,73.5,17.41
Transportation,1979-10-01,74.0,16.9
Transportation,1979-11-01,74.7,16.9
Transportation,1979-12-01,75.8,17.52
Transportation,1980-01-01,78.0,20.74
Transportation,1980-02-01,79.8,22.39
Transportation,1980-03-01,81.8,23.19
Transportation,1980-04-01,82.2,21.24
Transportation,1980-05-01,82.8,19.83
Transportation,1980-06-01,82.7,17.3
Transportation,1980-07-01,83.1,15.9
Transportation,1980-08-01,83.7,15.13
Transportation,1980-09-01,84.6,15.1
Transportation,1980-10-01,85.3,15.27
Transportation,1980-11-01,86.1,15.26
Transportation,1980-12-01,86.8,14.51
Transportation,1981-01-01,88.5,13.46
Transportation,1981-02-01,90.7,13.66
Transportation,1981-03-01,91.8,12.22
Transportation,1981-04-01,91.7,11.56
Transportation,1981-05-01,92.2,11.35
Transportation,1981-06-01,92.7,12.09
Transportation,1981-07-01,93.5,12.52
Transportation,1981-08-01,93.9,12.19
Transportation,1981-09-01,94.6,11.82
Transportation,1981-10-01,95.5,11.96
Transportation,1981-11-01,96.2,11.73
Transportation,1981-12-01,96.4,11.06
Transportation,1982-01-01,96.7,9.27
Transportation,1982-02-01,96.2,6.06
Transportation,1982-03-01,95.8,4.36
Transportation,1982-04-01,94.5,3.05
Transportation,1982-05-01,95.1,3.15
Transportation,1982-06-01,97.2,4.85
Transportation,1982-07-01,98.1,4.92
Transportation,1982-08-01,98.2,4.58
Transportation,1982-09-01,98.0,3.59
Transportation,1982-10-01,98.2,2.83
Transportation,1982-11-01,98.2,2.08
Transportation,1982-12-01,97.7,1.35
Transportation,1983-01-01,97.6,0.93
Transportation,1983-02-01,96.9,0.73
Transportation,1983-03-01,96.5,0.73
Transportation,1983-04-01,97.8,3.49
Transportation,1983-05-01,98.6,3.68
Transportation,1983-06-01,99.0,1.85
Transportation,1983-07-01,99.6,1.53
Transportation,1983-08-01,100.4,2.24
Transportation,1983-09-01,100.7,2.76
Transportation,1983-10-01,101.1,2.95
Transportation,1983-11-01,101.5,3.36
Transportation,1983-12-01,101.5,3.89
Transportation,1984-01-01,102.0,4.51
Transportation,1984-02-01,102.2,5.47
Transportation,1984-03-01,102.9,6.63
Transportation,1984-04-01,103.3,5.62
Transportation,1984-05-01,103.7,5.17
Transportation,1984-06-01,103.9,4.95
Transportation,1984-07-01,103.7,4.12
Transportation,1984-08-01,103.8,3.39
Transportation,1984-09-01,104.1,3.38
Transportation,1984-10-01,104.8,3.66
Transportation,1984-11-01,104.9,3.35
Transportation,1984-12-01,104.7,3.15
Transportation,1985-01-01,105.1,3.04
Transportation,1985-02-01,105.6,3.33
Transportation,1985-03-01,106.3,3.3
Transportation,1985-04-01,106.8,3.39
Transportation,1985-05-01,106.5,2.7
Transportation,1985-06-01,106.5,2.5
Transportation,1985-07-01,106.6,2.8
Transportation,1985-08-01,106.2,2.31
Transportation,1985-09-01,106.2,2.02
Transportation,1985-10-01,106.5,1.62
Transportation,1985-11-01,107.0,2.0
Transportation,1985-12-01,107.5,2.67
Transportation,1986-01-01,108.0,2.76
Transportation,1986-02-01,107.0,1.33
Transportation,1986-03-01,103.6,-2.54
Transportation,1986-04-01,101.0,-5.43
Transportation,1986-05-01,101.4,-4.79
Transportation,1986-06-01,102.3,-3.94
Transportation,1986-07-01,101.1,-5.16
Transportation,1986-08-01,100.1,-5.74
Transportation,1986-09-01,100.6,-5.27
Transportation,1986-10-01,100.5,-5.63
Transportation,1986-11-01,100.8,-5.79
Transportation,1986-12-01,101.1,-5.95
Transportation,1987-01-01,102.6,-5.0
Transportation,1987-02-01,103.5,-3.27
Transportation,1987-03-01,103.8,0.19
Transportation,1987-04-01,104.3,3.27
Transportation,1987-05-01,104.4,2.96
Transportation,1987-06-01,105.1,2.74
Transportation,1987-07-01,105.9,4.75
Transportation,1987-08-01,106.6,6.49
Transportation,1987-09-01,106.9,6.26
Transportation,1987-10-01,107.0,6.47
Transportation,1987-11-01,107.3,6.45
Transportation,1987-12-01,107.2,6.03
Transportation,1988-01-01,107.0,4.29
Transportation,1988-02-01,107.0,3.38
Transportation,1988-03-01,107.0,3.08
Transportation,1988-04-01,107.5,3.07
Transportation,1988-05-01,107.9,3.35
Transportation,1988-06-01,108.3,3.04
Transportation,1988-07-01,108.8,2.74
Transportation,1988-08-01,109.7,2.91
Transportation,1988-09-01,109.9,2.81
Transportation,1988-10-01,110.0,2.8
Transportation,1988-11-01,110.2,2.7
Transportation,1988-12-01,110.4,2.99
Transportation,1989-01-01,110.9,3.64
Transportation,1989-02-01,111.7,4.39
Transportation,1989-03-01,112.4,5.05
Transportation,1989-04-01,115.0,6.98
Transportation,1989-05-01,115.8,7.32
Transportation,1989-06-01,115.7,6.83
Transportation,1989-07-01,115.4,6.07
Transportation,1989-08-01,114.5,4.38
Transportation,1989-09-01,113.9,3.64
Transportation,1989-10-01,114.5,4.09
Transportation,1989-11-01,114.4,3.81
Transportation,1989-12-01,114.7,3.89
Transportation,1990-01-01,117.0,5.5
Transportation,1990-02-01,117.2,4.92
Transportation,1990-03-01,117.3,4.36
Transportation,1990-04-01,117.7,2.35
Transportation,1990-05-01,117.5,1.47
Transportation,1990-06-01,118.0,1.99
Transportation,1990-07-01,118.5,2.69
Transportation,1990-08-01,120.7,5.41
Transportation,1990-09-01,123.2,8.17
Transportation,1990-10-01,125.6,9.69
Transportation,1990-11-01,126.1,10.23
Transportation,1990-12-01,126.9,10.64
Transportation,1991-01-01,125.5,7.26
Transportation,1991-02-01,123.9,5.72
Transportation,1991-03-01,122.7,4.6
Transportation,1991-04-01,122.5,4.08
Transportation,1991-05-01,123.2,4.85
Transportation,1991-06-01,123.4,4.58
Transportation,1991-07-01,123.3,4.05
Transportation,1991-08-01,124.0,2.73
Transportation,1991-09-01,124.1,0.73
Transportation,1991-10-01,123.9,-1.35
Transportation,1991-11-01,124.5,-1.27
Transportation,1991-12-01,125.1,-1.42
Transportation,1992-01-01,124.6,-0.72
Transportation,1992-02-01,124.5,0.48
Transportation,1992-03-01,125.0,1.87
Transportation,1992-04-01,125.6,2.53
Transportation,1992-05-01,125.9,2.19
Transportation,1992-06-01,126.4,2.43
Transportation,1992-07-01,126.9,2.92
Transportation,1992-08-01,127.0,2.42
Transportation,1992-09-01,127.0,2.34
Transportation,1992-10-01,128.1,3.39
Transportation,1992-11-01,128.7,3.37
Transportation,1992-12-01,128.9,3.04
Transportation,1993-01-01,129.2,3.69
Transportation,1993-02-01,129.6,4.1
Transportation,1993-03-01,129.4,3.52
Transportation,1993-04-01,129.6,3.18
Transportation,1993-05-01,129.9,3.18
Transportation,1993-06-01,129.9,2.77
Transportation,1993-07-01,130.1,2.52
Transportation,1993-08-01,130.5,2.76
Transportation,1993-09-01,130.4,2.68
Transportation,1993-10-01,132.0,3.04
Transportation,1993-11-01,132.2,2.72
Transportation,1993-12-01,132.1,2.48
Transportation,1994-01-01,131.7,1.93
Transportation,1994-02-01,132.3,2.08
Transportation,1994-03-01,132.6,2.47
Transportation,1994-04-01,132.8,2.47
Transportation,1994-05-01,132.4,1.92
Transportation,1994-06-01,133.2,2.54
Transportation,1994-07-01,134.4,3.31
