series_id        ,year,period,       value
APU0000FF1101    ,2014,M04,       3.392
APU0000FF1101    ,2014,M05,       3.474
APU0000FF1101    ,2014,M06,       3.504
APU0000FF1101    ,2014,M07,       3.444
APU0000FF1101    ,2014,M08,       3.476
APU0000FF1101    ,2014,M09,       3.481
APU0000FF1101    ,2014,M10,       3.486
APU0000FF1101    ,2014,M11,       3.527
APU0000FF1101    ,2014,M12,       3.482
APU0000FF1101    ,2015,M01,       3.438
APU0000FF1101    ,2015,M02,       3.511
APU0000FF1101    ,2015,M03,       3.522
APU0000FF1101    ,2015,M04,       3.504
APU0000FF1101    ,2015,M05,       3.408
APU0000FF1101    ,2015,M06,       3.388
APU0000FF1101    ,2015,M07,       3.378
APU0000FF1101    ,2015,M08,       3.406
APU0000FF1101    ,2015,M09,       3.377
APU0000FF1101    ,2015,M10,       3.356
APU0000FF1101    ,2015,M11,       3.350
APU0000FF1101    ,2015,M12,       3.282
APU0000FF1101    ,2016,M01,       3.251
APU0000FF1101    ,2016,M02,       3.302
APU0000FF1101    ,2016,M03,       3.271
APU0000FF1101    ,2016,M04,       3.251
APU0000FF1101    ,2016,M05,       3.250
APU0000FF1101    ,2016,M06,       3.228
APU0000FF1101    ,2016,M07,       3.210
APU0000FF1101    ,2016,M08,       3.218
APU0000FF1101    ,2016,M09,       3.244
APU0000FF1101    ,2016,M10,       3.305
APU0000FF1101    ,2016,M11,       3.263
APU0000FF1101    ,2016,M12,       3.200
APU0000FF1101    ,2017,M01,       3.218
APU0000FF1101    ,2017,M02,       3.195
APU0000FF1101    ,2017,M03,       3.291
APU0000FF1101    ,2017,M04,       3.289
APU0000FF1101    ,2017,M05,       3.208
APU0000FF1101    ,2017,M06,       3.215
APU0000FF1101    ,2017,M07,       3.189
APU0000FF1101    ,2017,M08,       3.194
APU0000FF1101    ,2017,M09,       3.185
APU0000FF1101    ,2017,M10,       3.141
APU0000FF1101    ,2017,M11,       3.130
APU0000FF1101    ,2017,M12,       3.192
APU0000FF1101    ,2018,M01,       3.073
APU0000FF1101    ,2018,M02,       3.119
APU0000FF1101    ,2018,M03,       3.142
APU0000FF1101    ,2018,M04,       3.238
APU0000FF1101    ,2018,M05,       3.076
APU0000FF1101    ,2018,M06,       3.094
APU0000FF1101    ,2018,M07,       3.116
APU0000FF1101    ,2018,M08,       2.939
APU0000FF1101    ,2018,M09,       2.896
APU0000FF1101    ,2018,M10,       3.047
APU0000FF1101    ,2018,M11,       3.052
APU0000FF1101    ,2018,M12,       3.112
APU0000FF1101    ,2019,M01,       3.063
APU0000FF1101    ,2019,M02,       3.062
APU0000FF1101    ,2019,M03,       3.048
APU0000FF1101    ,2019,M04,       3.014
APU0000FF1101    ,2019,M05,       3.092
APU0000FF1101    ,2019,M06,       3.051
APU0000FF1101    ,2019,M07,       2.975
APU0000FF1101    ,2019,M08,       2.960
APU0000FF1101    ,2019,M09,       2.930
APU0000FF1101    ,2019,M10,       2.948
APU0000FF1101    ,2019,M11,       2.940
APU0000FF1101    ,2019,M12,       3.113
APU0000FF1101    ,2020,M01,       3.059
APU0000FF1101    ,2020,M02,       3.013
APU0000FF1101    ,2020,M03,       2.956
APU0000FF1101    ,2020,M04,       3.158
APU0000FF1101    ,2020,M05,       3.348
APU0000FF1101    ,2020,M06,       3.349
APU0000FF1101    ,2020,M07,       3.221
APU0000FF1101    ,2020,M08,       3.276
APU0000FF1101    ,2020,M09,       3.302
APU0000FF1101    ,2020,M10,       3.290
APU0000FF1101    ,2020,M11,       3.412
APU0000FF1101    ,2020,M12,       3.293
APU0000FF1101    ,2021,M01,       3.260
APU0000FF1101    ,2021,M02,       3.239
APU0000FF1101    ,2021,M03,       3.291
APU0000FF1101    ,2021,M04,       3.406
APU0000FF1101    ,2021,M05,       3.371
APU0000FF1101    ,2021,M06,       3.353
APU0000FF1101    ,2021,M07,       3.500
APU0000FF1101    ,2021,M08,       3.536
APU0000FF1101    ,2021,M09,       3.517
APU0000FF1101    ,2021,M10,       3.589
APU0000FF1101    ,2021,M11,       3.618
APU0000FF1101    ,2021,M12,       3.725
APU0000FF1101    ,2022,M01,       3.726
APU0000FF1101    ,2022,M02,       3.815
APU0000FF1101    ,2022,M03,       3.870
APU0000FF1101    ,2022,M04,       4.096
APU0000FF1101    ,2022,M05,       4.310
APU0000FF1101    ,2022,M06,       4.568
APU0000FF1101    ,2022,M07,       4.608
APU0000FF1101    ,2022,M08,       4.706
APU0000FF1101    ,2022,M09,       4.746
APU0000FF1101    ,2022,M10,       4.670
APU0000FF1101    ,2022,M11,       4.420
APU0000FF1101    ,2022,M12,       4.348
APU0000FF1101    ,2023,M01,       4.315
APU0000FF1101    ,2023,M02,       4.365
APU0000FF1101    ,2023,M03,       4.324
APU0000FF1101    ,2023,M04,       4.405
APU0000FF1101    ,2023,M05,       4.236
APU0000FF1101    ,2023,M06,       4.193
APU0000FF1101    ,2023,M07,       4.141
APU0000FF1101    ,2023,M08,       4.179
APU0000FF1101    ,2023,M09,       4.229
APU0000FF1101    ,2023,M10,       4.222
APU0000FF1101    ,2023,M11,       4.060
APU0000FF1101    ,2023,M12,       4.082
APU0000FF1101    ,2024,M01,       4.086
APU0000FF1101    ,2024,M02,       4.105
APU0000FF1101    ,2024,M03,       4.106
APU0000FF1101    ,2024,M04,       4.061
APU0000FF1101    ,2024,M05,       4.118
APU0000FF1101    ,2024,M06,       4.046
APU0000FF1101    ,2024,M07,       3.946
APU0000FF1101    ,2024,M08,       3.952
APU0000FF1101    ,2024,M09,       3.974
APU0000FF1101    ,2024,M10,       4.037
APU0000FF1101    ,2024,M11,       4.011
APU0000FF1101    ,2024,M12,       4.104
APU0000FF1101    ,2025,M01,       3.969
APU0000FF1101    ,2025,M02,       4.079
APU0000FF1101    ,2025,M03,       4.160
APU0000FF1101    ,2025,M04,       4.180
APU0000FF1101    ,2025,M05,       4.216
APU0000FF1101    ,2025,M06,       4.239
APU0000FF1101    ,2025,M07,       4.204
APU0000FF1101    ,2025,M08,       4.212
APU0000FF1101    ,2025,M09,       4.172
APU0000FF1101    ,2025,M10,           -
APU0000FF1101    ,2025,M11,       4.150
APU0000FF1101    ,2025,M12,       4.153
APU0000FF1101    ,2026,M01,       4.165
APU0000FF1101    ,2026,M02,       4.142
APU0000FF1101    ,2026,M03,       4.172
APU0000FF1101    ,2026,M04,       4.168
APU0000FF1101    ,2026,M05,       4.171
APU0000FF1101    ,2026,M06,       4.181
APU0000FJ1101    ,2018,M04,       2.658
APU0000FJ1101    ,2018,M05,       2.616
APU0000FJ1101    ,2018,M06,       2.627
APU0000FJ1101    ,2018,M07,       2.567
APU0000FJ1101    ,2018,M08,       2.588
APU0000FJ1101    ,2018,M09,       2.573
APU0000FJ1101    ,2018,M10,       2.625
APU0000FJ1101    ,2018,M11,       2.648
APU0000FJ1101    ,2018,M12,       2.629
APU0000FJ1101    ,2019,M01,       2.631
APU0000FJ1101    ,2019,M02,       2.656
APU0000FJ1101    ,2019,M03,       2.670
APU0000FJ1101    ,2019,M04,       2.694
APU0000FJ1101    ,2019,M05,       2.683
APU0000FJ1101    ,2019,M06,       2.672
APU0000FJ1101    ,2019,M07,       2.674
APU0000FJ1101    ,2019,M08,       2.702
APU0000FJ1101    ,2019,M09,       2.742
APU0000FJ1101    ,2019,M10,       2.818
APU0000FJ1101    ,2019,M11,       2.818
APU0000FJ1101    ,2019,M12,       2.872
APU0000FJ1101    ,2020,M01,       2.953
APU0000FJ1101    ,2020,M02,       2.882
APU0000FJ1101    ,2020,M03,       2.913
APU0000FJ1101    ,2020,M04,       2.901
APU0000FJ1101    ,2020,M05,       2.877
APU0000FJ1101    ,2020,M06,       2.811
APU0000FJ1101    ,2020,M07,       2.826
APU0000FJ1101    ,2020,M08,       3.038
APU0000FJ1101    ,2020,M09,       3.017
APU0000FJ1101    ,2020,M10,       2.928
APU0000FJ1101    ,2020,M11,       3.002
APU0000FJ1101    ,2020,M12,       3.118
APU0000FJ1101    ,2021,M01,       3.045
APU0000FJ1101    ,2021,M02,       3.008
APU0000FJ1101    ,2021,M03,       2.966
APU0000FJ1101    ,2021,M04,       3.045
APU0000FJ1101    ,2021,M05,       3.078
APU0000FJ1101    ,2021,M06,       3.165
APU0000FJ1101    ,2021,M07,       3.168
APU0000FJ1101    ,2021,M08,       3.172
APU0000FJ1101    ,2021,M09,       3.165
APU0000FJ1101    ,2021,M10,       3.187
APU0000FJ1101    ,2021,M11,       3.288
APU0000FJ1101    ,2021,M12,       3.359
APU0000FJ1101    ,2022,M01,       3.393
APU0000FJ1101    ,2022,M02,       3.514
APU0000FJ1101    ,2022,M03,       3.584
APU0000FJ1101    ,2022,M04,       3.682
APU0000FJ1101    ,2022,M05,       3.827
APU0000FJ1101    ,2022,M06,       3.869
APU0000FJ1101    ,2022,M07,       3.874
APU0000FJ1101    ,2022,M08,       3.888
APU0000FJ1101    ,2022,M09,       3.808
APU0000FJ1101    ,2022,M10,       3.836
APU0000FJ1101    ,2022,M11,       3.842
APU0000FJ1101    ,2022,M12,       3.845
APU0000FJ1101    ,2023,M01,       3.817
APU0000FJ1101    ,2023,M02,       3.819
APU0000FJ1101    ,2023,M03,       3.748
APU0000FJ1101    ,2023,M04,       3.700
APU0000FJ1101    ,2023,M05,       3.715
APU0000FJ1101    ,2023,M06,       3.682
APU0000FJ1101    ,2023,M07,       3.633
APU0000FJ1101    ,2023,M08,       3.596
APU0000FJ1101    ,2023,M09,       3.639
APU0000FJ1101    ,2023,M10,       3.673
APU0000FJ1101    ,2023,M11,       3.692
APU0000FJ1101    ,2023,M12,       3.678
APU0000FJ1101    ,2024,M01,       3.650
APU0000FJ1101    ,2024,M02,       3.634
APU0000FJ1101    ,2024,M03,       3.597
APU0000FJ1101    ,2024,M04,       3.622
APU0000FJ1101    ,2024,M05,       3.543
APU0000FJ1101    ,2024,M06,       3.703
APU0000FJ1101    ,2024,M07,       3.748
APU0000FJ1101    ,2024,M08,       3.765
APU0000FJ1101    ,2024,M09,       3.768
APU0000FJ1101    ,2024,M10,       3.772
APU0000FJ1101    ,2024,M11,       3.866
APU0000FJ1101    ,2024,M12,       3.868
APU0000FJ1101    ,2025,M01,       3.784
APU0000FJ1101    ,2025,M02,       3.798
APU0000FJ1101    ,2025,M03,       3.851
APU0000FJ1101    ,2025,M04,       3.850
APU0000FJ1101    ,2025,M05,       3.777
APU0000FJ1101    ,2025,M06,       3.592
APU0000FJ1101    ,2025,M07,       3.662
APU0000FJ1101    ,2025,M08,       3.663
APU0000FJ1101    ,2025,M09,       3.648
APU0000FJ1101    ,2025,M10,           -
APU0000FJ1101    ,2025,M11,       3.410
APU0000FJ1101    ,2025,M12,       3.372
APU0000FJ1101    ,2026,M01,       3.426
APU0000FJ1101    ,2026,M02,       3.409
APU0000FJ1101    ,2026,M03,       3.404
APU0000FJ1101    ,2026,M04,       3.520
APU0000FJ1101    ,2026,M05,       3.633
APU0000FJ1101    ,2026,M06,       3.750
APU0000FJ4101    ,2018,M04,       1.057
APU0000FJ4101    ,2018,M05,       1.059
APU0000FJ4101    ,2018,M06,       1.061
APU0000FJ4101    ,2018,M07,       1.074
APU0000FJ4101    ,2018,M08,       1.073
APU0000FJ4101    ,2018,M09,       1.066
APU0000FJ4101    ,2018,M10,       1.043
APU0000FJ4101    ,2018,M11,       1.062
APU0000FJ4101    ,2018,M12,       1.077
APU0000FJ4101    ,2019,M01,       1.070
APU0000FJ4101    ,2019,M02,       1.062
APU0000FJ4101    ,2019,M03,       1.102
APU0000FJ4101    ,2019,M04,       1.087
APU0000FJ4101    ,2019,M05,       1.114
APU0000FJ4101    ,2019,M06,       1.126
APU0000FJ4101    ,2019,M07,       1.144
APU0000FJ4101    ,2019,M08,       1.137
APU0000FJ4101    ,2019,M09,       1.150
APU0000FJ4101    ,2019,M10,       1.109
APU0000FJ4101    ,2019,M11,       1.135
APU0000FJ4101    ,2019,M12,       1.148
APU0000FJ4101    ,2020,M01,       1.108
APU0000FJ4101    ,2020,M02,       1.169
APU0000FJ4101    ,2020,M03,       1.176
APU0000FJ4101    ,2020,M04,       1.197
APU0000FJ4101    ,2020,M05,       1.232
APU0000FJ4101    ,2020,M06,       1.237
APU0000FJ4101    ,2020,M07,       1.216
APU0000FJ4101    ,2020,M08,       1.225
APU0000FJ4101    ,2020,M09,       1.200
APU0000FJ4101    ,2020,M10,       1.215
APU0000FJ4101    ,2020,M11,       1.235
APU0000FJ4101    ,2020,M12,       1.254
APU0000FJ4101    ,2021,M01,       1.224
APU0000FJ4101    ,2021,M02,       1.228
APU0000FJ4101    ,2021,M03,       1.197
APU0000FJ4101    ,2021,M04,       1.182
APU0000FJ4101    ,2021,M05,       1.215
APU0000FJ4101    ,2021,M06,       1.209
APU0000FJ4101    ,2021,M07,       1.251
APU0000FJ4101    ,2021,M08,       1.212
APU0000FJ4101    ,2021,M09,       1.228
APU0000FJ4101    ,2021,M10,       1.223
APU0000FJ4101    ,2021,M11,       1.250
APU0000FJ4101    ,2021,M12,       1.265
APU0000FJ4101    ,2022,M01,       1.281
APU0000FJ4101    ,2022,M02,       1.303
APU0000FJ4101    ,2022,M03,       1.350
APU0000FJ4101    ,2022,M04,       1.350
APU0000FJ4101    ,2022,M05,       1.400
APU0000FJ4101    ,2022,M06,       1.366
APU0000FJ4101    ,2022,M07,       1.440
APU0000FJ4101    ,2022,M08,       1.407
APU0000FJ4101    ,2022,M09,       1.441
APU0000FJ4101    ,2022,M10,       1.420
APU0000FJ4101    ,2022,M11,       1.489
APU0000FJ4101    ,2022,M12,       1.472
APU0000FJ4101    ,2023,M01,       1.476
APU0000FJ4101    ,2023,M02,       1.502
APU0000FJ4101    ,2023,M03,       1.526
APU0000FJ4101    ,2023,M04,       1.553
APU0000FJ4101    ,2023,M05,       1.529
APU0000FJ4101    ,2023,M06,       1.516
APU0000FJ4101    ,2023,M07,       1.570
APU0000FJ4101    ,2023,M08,       1.576
APU0000FJ4101    ,2023,M09,       1.555
APU0000FJ4101    ,2023,M10,       1.571
APU0000FJ4101    ,2023,M11,       1.634
APU0000FJ4101    ,2023,M12,       1.629
APU0000FJ4101    ,2024,M01,       1.560
APU0000FJ4101    ,2024,M02,       1.623
APU0000FJ4101    ,2024,M03,       1.611
APU0000FJ4101    ,2024,M04,       1.641
APU0000FJ4101    ,2024,M05,       1.656
APU0000FJ4101    ,2024,M06,       1.671
APU0000FJ4101    ,2024,M07,       1.682
APU0000FJ4101    ,2024,M08,       1.694
APU0000FJ4101    ,2024,M09,       1.700
APU0000FJ4101    ,2024,M10,       1.618
APU0000FJ4101    ,2024,M11,       1.512
APU0000FJ4101    ,2024,M12,       1.548
APU0000FJ4101    ,2025,M01,       1.489
APU0000FJ4101    ,2025,M02,       1.515
APU0000FJ4101    ,2025,M03,       1.520
APU0000FJ4101    ,2025,M04,       1.538
APU0000FJ4101    ,2025,M05,       1.577
APU0000FJ4101    ,2025,M06,       1.494
APU0000FJ4101    ,2025,M07,       1.556
APU0000FJ4101    ,2025,M08,       1.495
APU0000FJ4101    ,2025,M09,       1.533
APU0000FJ4101    ,2025,M10,           -
APU0000FJ4101    ,2025,M11,       1.556
APU0000FJ4101    ,2025,M12,       1.518
APU0000FJ4101    ,2026,M01,       1.564
APU0000FJ4101    ,2026,M02,       1.498
APU0000FJ4101    ,2026,M03,       1.560
APU0000FJ4101    ,2026,M04,       1.509
APU0000FJ4101    ,2026,M05,       1.537
APU0000FJ4101    ,2026,M06,       1.587
APU0000FL2101    ,2006,M01,       1.341
APU0000FL2101    ,2006,M02,       1.405
APU0000FL2101    ,2006,M03,       1.383
APU0000FL2101    ,2006,M04,       1.476
APU0000FL2101    ,2006,M05,       1.476
APU0000FL2101    ,2006,M06,       1.320
APU0000FL2101    ,2006,M07,       1.237
APU0000FL2101    ,2006,M08,       1.359
APU0000FL2101    ,2006,M09,       1.430
APU0000FL2101    ,2006,M10,       1.410
APU0000FL2101    ,2006,M11,       1.429
APU0000FL2101    ,2006,M12,       1.455
APU0000FL2101    ,2007,M01,       1.612
APU0000FL2101    ,2007,M02,       1.817
APU0000FL2101    ,2007,M03,       1.631
APU0000FL2101    ,2007,M04,       1.545
APU0000FL2101    ,2007,M05,       1.504
APU0000FL2101    ,2007,M06,       1.425
APU0000FL2101    ,2007,M07,       1.344
APU0000FL2101    ,2007,M08,       1.373
APU0000FL2101    ,2007,M09,       1.494
APU0000FL2101    ,2007,M10,       1.571
APU0000FL2101    ,2007,M11,       1.757
APU0000FL2101    ,2007,M12,       1.775
APU0000FL2101    ,2008,M01,       1.724
APU0000FL2101    ,2008,M02,       1.682
APU0000FL2101    ,2008,M03,       1.587
APU0000FL2101    ,2008,M04,       1.557
APU0000FL2101    ,2008,M05,       1.581
APU0000FL2101    ,2008,M06,       1.590
APU0000FL2101    ,2008,M07,       1.609
APU0000FL2101    ,2008,M08,       1.748
APU0000FL2101    ,2008,M09,       1.884
APU0000FL2101    ,2008,M10,       1.834
APU0000FL2101    ,2008,M11,       1.912
APU0000FL2101    ,2008,M12,       1.821
APU0000FL2101    ,2009,M01,       1.851
APU0000FL2101    ,2009,M02,       1.758
APU0000FL2101    ,2009,M03,       1.762
APU0000FL2101    ,2009,M04,       1.692
APU0000FL2101    ,2009,M05,       1.662
APU0000FL2101    ,2009,M06,       1.637
APU0000FL2101    ,2009,M07,       1.680
APU0000FL2101    ,2009,M08,       1.697
APU0000FL2101    ,2009,M09,       1.678
APU0000FL2101    ,2009,M10,       1.621
APU0000FL2101    ,2009,M11,       1.931
APU0000FL2101    ,2009,M12,       2.097
APU0000FL2101    ,2010,M01,       1.959
APU0000FL2101    ,2010,M02,       1.822
APU0000FL2101    ,2010,M03,       1.776
APU0000FL2101    ,2010,M04,       1.795
APU0000FL2101    ,2010,M05,       1.720
APU0000FL2101    ,2010,M06,       1.847
APU0000FL2101    ,2010,M07,       1.796
APU0000FL2101    ,2010,M08,       1.758
APU0000FL2101    ,2010,M09,       1.781
APU0000FL2101    ,2010,M10,       1.674
APU0000FL2101    ,2010,M11,       1.758
APU0000FL2101    ,2010,M12,       1.828
APU0000FL2101    ,2011,M01,       1.866
APU0000FL2101    ,2011,M02,       1.993
APU0000FL2101    ,2011,M03,       2.182
APU0000FL2101    ,2011,M04,       1.772
APU0000FL2101    ,2011,M05,       1.760
APU0000FL2101    ,2011,M06,       1.638
APU0000FL2101    ,2011,M07,       1.619
APU0000FL2101    ,2011,M08,       1.660
APU0000FL2101    ,2011,M09,       1.685
APU0000FL2101    ,2011,M10,       1.723
APU0000FL2101    ,2011,M11,       1.758
APU0000FL2101    ,2011,M12,       1.707
APU0000FL2101    ,2012,M01,       1.671
APU0000FL2101    ,2012,M02,       1.630
APU0000FL2101    ,2012,M03,       1.509
APU0000FL2101    ,2012,M04,       1.470
APU0000FL2101    ,2012,M05,       1.422
APU0000FL2101    ,2012,M06,       1.422
APU0000FL2101    ,2012,M07,       1.520
APU0000FL2101    ,2012,M08,       1.506
APU0000FL2101    ,2012,M09,       1.533
APU0000FL2101    ,2012,M10,       1.529
APU0000FL2101    ,2012,M11,       1.519
APU0000FL2101    ,2012,M12,       1.487
APU0000FL2101    ,2013,M01,       1.924
APU0000FL2101    ,2013,M02,       2.114
APU0000FL2101    ,2013,M03,       2.072
APU0000FL2101    ,2013,M04,       1.727
APU0000FL2101    ,2013,M05,       1.457
APU0000FL2101    ,2013,M06,       1.424
APU0000FL2101    ,2013,M07,       1.543
APU0000FL2101    ,2013,M08,       1.620
APU0000FL2101    ,2013,M09,       1.559
APU0000FL2101    ,2013,M10,       1.630
APU0000FL2101    ,2013,M11,       1.772
APU0000FL2101    ,2013,M12,       1.701
APU0000FL2101    ,2014,M01,       1.650
APU0000FL2101    ,2014,M02,       1.510
APU0000FL2101    ,2014,M03,       1.565
APU0000FL2101    ,2014,M04,       1.569
APU0000FL2101    ,2014,M05,       1.600
APU0000FL2101    ,2014,M06,       1.790
APU0000FL2101    ,2014,M07,       1.756
APU0000FL2101    ,2014,M08,       1.710
APU0000FL2101    ,2014,M09,       1.658
APU0000FL2101    ,2014,M10,       1.753
APU0000FL2101    ,2014,M11,       1.936
APU0000FL2101    ,2014,M12,       1.826
APU0000FL2101    ,2015,M01,       2.047
APU0000FL2101    ,2015,M02,       2.195
APU0000FL2101    ,2015,M03,       2.007
APU0000FL2101    ,2015,M04,       1.868
APU0000FL2101    ,2015,M05,       1.904
APU0000FL2101    ,2015,M06,       1.977
APU0000FL2101    ,2015,M07,       1.848
APU0000FL2101    ,2015,M08,       1.790
APU0000FL2101    ,2015,M09,       1.926
APU0000FL2101    ,2015,M10,       1.953
APU0000FL2101    ,2015,M11,       2.116
APU0000FL2101    ,2015,M12,       2.205
APU0000FL2101    ,2016,M01,       2.060
APU0000FL2101    ,2016,M02,       2.030
APU0000FL2101    ,2016,M03,       1.894
APU0000FL2101    ,2016,M04,       1.887
APU0000FL2101    ,2016,M05,       1.992
APU0000FL2101    ,2016,M06,       2.029
APU0000FL2101    ,2016,M07,       1.953
APU0000FL2101    ,2016,M08,       1.862
APU0000FL2101    ,2016,M09,       1.810
APU0000FL2101    ,2016,M10,       1.794
APU0000FL2101    ,2016,M11,       1.901
APU0000FL2101    ,2016,M12,       1.873
APU0000FL2101    ,2017,M01,       1.802
APU0000FL2101    ,2017,M02,       1.944
APU0000FL2101    ,2017,M03,       2.038
APU0000FL2101    ,2017,M04,       2.439
APU0000FL2101    ,2017,M05,       2.325
APU0000FL2101    ,2017,M06,       2.179
APU0000FL2101    ,2017,M07,       2.027
APU0000FL2101    ,2017,M08,       2.088
APU0000FL2101    ,2017,M09,       2.036
APU0000FL2101    ,2017,M10,       2.125
APU0000FL2101    ,2017,M11,       2.148
APU0000FL2101    ,2017,M12,       2.159
APU0000FL2101    ,2018,M01,       2.127
APU0000FL2101    ,2018,M02,       2.072
APU0000FL2101    ,2018,M03,       2.064
APU0000FL2101    ,2018,M04,       2.129
APU0000FL2101    ,2018,M05,       2.039
APU0000FL2101    ,2018,M06,       1.937
APU0000FL2101    ,2018,M07,       2.056
APU0000FL2101    ,2018,M08,       2.043
APU0000FL2101    ,2018,M09,       2.058
APU0000FL2101    ,2018,M10,       2.132
APU0000FL2101    ,2018,M11,       2.170
APU0000FL2101    ,2018,M12,       2.352
APU0000FL2101    ,2019,M01,       2.177
APU0000FL2101    ,2019,M02,       2.300
APU0000FL2101    ,2019,M03,       2.356
APU0000FL2101    ,2019,M04,       2.300
APU0000FL2101    ,2019,M05,       2.190
APU0000FL2101    ,2019,M06,       2.115
APU0000FL2101    ,2019,M07,       2.207
APU0000FL2101    ,2019,M08,       2.162
APU0000FL2101    ,2019,M09,       2.059
APU0000FL2101    ,2019,M10,       2.203
APU0000FL2101    ,2019,M11,       2.214
APU0000FL2101    ,2019,M12,       2.176
APU0000FL2101    ,2020,M01,       2.160
APU0000FL2101    ,2020,M02,       2.029
APU0000FL2101    ,2021,M12,       3.269
APU0000FL2101    ,2022,M01,       3.178
APU0000FL2101    ,2022,M02,       3.182
APU0000FL2101    ,2022,M03,       3.154
APU0000FL2101    ,2022,M04,       3.187
APU0000FL2101    ,2022,M05,       2.993
APU0000FL2101    ,2022,M06,       2.973
APU0000FL2101    ,2022,M07,       2.927
APU0000FL2101    ,2022,M08,       2.841
APU0000FL2101    ,2022,M09,       3.003
APU0000FL2101    ,2022,M10,       3.138
APU0000FL2101    ,2022,M11,       3.487
APU0000FL2101    ,2022,M12,       3.568
APU0000FL2101    ,2023,M01,       3.058
APU0000FL2101    ,2023,M02,       2.865
APU0000FL2101    ,2023,M03,       2.805
APU0000FL2101    ,2023,M04,       2.781
APU0000FL2101    ,2023,M05,       2.833
APU0000FL2101    ,2023,M06,       2.729
APU0000FL2101    ,2023,M07,       2.670
APU0000FL2101    ,2023,M08,       2.552
APU0000FL2101    ,2023,M09,       2.679
APU0000FL2101    ,2023,M10,       2.719
APU0000FL2101    ,2023,M11,       2.826
APU0000FL2101    ,2023,M12,       2.683
APU0000FL2101    ,2024,M01,       2.592
APU0000FL2101    ,2024,M02,       2.568
APU0000FL2101    ,2024,M03,       2.729
APU0000FL2101    ,2024,M04,       2.845
APU0000FL2101    ,2024,M05,       2.832
APU0000FL2101    ,2024,M06,       2.885
APU0000FL2101    ,2024,M07,       2.874
APU0000FL2101    ,2024,M08,       2.964
APU0000FL2101    ,2024,M09,       2.888
APU0000FL2101    ,2024,M10,       2.933
APU0000FL2101    ,2024,M11,       3.027
APU0000FL2101    ,2024,M12,       2.967
APU0000FL2101    ,2025,M01,       2.831
APU0000FL2101    ,2025,M02,       2.865
APU0000FL2101    ,2025,M03,       2.923
APU0000FL2101    ,2025,M04,       2.915
APU0000FL2101    ,2025,M05,       2.994
APU0000FL2101    ,2025,M06,       2.951
APU0000FL2101    ,2025,M07,       3.006
APU0000FL2101    ,2025,M10,           -
APU0000FL2101    ,2025,M11,       3.399
APU0000FL2101    ,2025,M12,       3.466
APU0000FL2101    ,2026,M01,       3.379
APU0000FL2101    ,2026,M02,       3.560
APU0000FL2101    ,2026,M03,       3.607
APU0000FL2101    ,2026,M04,       3.195
APU0000FL2101    ,2026,M05,       3.624
APU0000FL2101    ,2026,M06,       4.021
APU0000FN1101    ,2018,M04,       1.443
APU0000FN1101    ,2018,M05,       1.473
APU0000FN1101    ,2018,M06,       1.477
APU0000FN1101    ,2018,M07,       1.466
APU0000FN1101    ,2018,M08,       1.492
APU0000FN1101    ,2018,M09,       1.452
APU0000FN1101    ,2018,M10,       1.439
APU0000FN1101    ,2018,M11,       1.428
APU0000FN1101    ,2018,M12,       1.466
APU0000FN1101    ,2019,M01,       1.548
APU0000FN1101    ,2019,M02,       1.582
APU0000FN1101    ,2019,M03,       1.568
APU0000FN1101    ,2019,M04,       1.535
APU0000FN1101    ,2019,M05,       1.538
APU0000FN1101    ,2019,M06,       1.579
APU0000FN1101    ,2019,M07,       1.566
APU0000FN1101    ,2019,M08,       1.585
APU0000FN1101    ,2019,M09,       1.603
APU0000FN1101    ,2019,M10,       1.567
APU0000FN1101    ,2019,M11,       1.546
APU0000FN1101    ,2019,M12,       1.483
APU0000FN1101    ,2020,M01,       1.585
APU0000FN1101    ,2020,M02,       1.611
APU0000FN1101    ,2020,M03,       1.649
APU0000FN1101    ,2020,M04,       1.717
APU0000FN1101    ,2020,M05,       1.703
APU0000FN1101    ,2020,M06,       1.685
APU0000FN1101    ,2020,M07,       1.721
APU0000FN1101    ,2020,M08,       1.692
APU0000FN1101    ,2020,M09,       1.621
APU0000FN1101    ,2020,M10,       1.716
APU0000FN1101    ,2020,M11,       1.469
APU0000FN1101    ,2020,M12,       1.611
APU0000FN1101    ,2021,M01,       1.677
APU0000FN1101    ,2021,M02,       1.668
APU0000FN1101    ,2021,M03,       1.714
APU0000FN1101    ,2021,M04,       1.685
APU0000FN1101    ,2021,M05,       1.626
APU0000FN1101    ,2021,M06,       1.646
APU0000FN1101    ,2021,M07,       1.674
APU0000FN1101    ,2021,M08,       1.676
APU0000FN1101    ,2021,M09,       1.780
APU0000FN1101    ,2021,M10,       1.763
APU0000FN1101    ,2021,M11,       1.717
APU0000FN1101    ,2021,M12,       1.706
APU0000FN1101    ,2022,M01,       1.762
APU0000FN1101    ,2022,M02,       1.801
APU0000FN1101    ,2022,M03,       1.820
APU0000FN1101    ,2022,M04,       1.820
APU0000FN1101    ,2022,M05,       1.902
APU0000FN1101    ,2022,M06,       1.949
APU0000FN1101    ,2022,M07,       1.964
APU0000FN1101    ,2022,M08,       2.028
APU0000FN1101    ,2022,M09,       2.171
APU0000FN1101    ,2022,M10,       2.247
APU0000FN1101    ,2022,M11,       2.151
APU0000FN1101    ,2022,M12,       2.129
APU0000FN1101    ,2023,M01,       2.244
APU0000FN1101    ,2023,M02,       2.305
